Target,Model,Class,Accuracy,Precision,Recall,F1-Score,Support
kessler_dummy2,logistic_regression,0,0.6980273141122914,0.9056603773584906,0.7372013651877133,0.812793979303857,586.0
kessler_dummy2,logistic_regression,1,0.6980273141122914,0.15384615384615385,0.3835616438356164,0.2196078431372549,73.0
kessler_dummy3,logistic_regression,0,0.6737481031866465,0.8805309734513275,0.7119856887298748,0.7873392680514343,559.0
kessler_dummy3,logistic_regression,1,0.6737481031866465,0.2222222222222222,0.46,0.29967426710097717,100.0
kessler_dummy4,logistic_regression,0,0.6767830045523521,0.8601694915254238,0.7341772151898734,0.7921951219512195,553.0
kessler_dummy4,logistic_regression,1,0.6767830045523521,0.21390374331550802,0.37735849056603776,0.27303754266211605,106.0
