Target,Model,Class,Accuracy,Precision,Recall,F1-Score,Support
kessler_dummy2,random_forest,0,0.8270106221547799,0.906896551724138,0.8976109215017065,0.9022298456260722,586.0
kessler_dummy2,random_forest,1,0.8270106221547799,0.24050632911392406,0.2602739726027397,0.25,73.0
kessler_dummy3,random_forest,0,0.7344461305007587,0.8582089552238806,0.8228980322003577,0.8401826484018265,559.0
kessler_dummy3,random_forest,1,0.7344461305007587,0.1951219512195122,0.24,0.21524663677130046,100.0
kessler_dummy4,random_forest,0,0.7845220030349014,0.8561525129982669,0.8933092224231465,0.8743362831858408,553.0
kessler_dummy4,random_forest,1,0.7845220030349014,0.2804878048780488,0.2169811320754717,0.2446808510638298,106.0
