Target,Model,Class,Accuracy,Precision,Recall,F1-Score,Support
kessler_dummy3,random_forest,0,0.8239757207890743,0.8625204582651391,0.9427549194991055,0.9008547008547009,559.0
kessler_dummy3,random_forest,1,0.8239757207890743,0.3333333333333333,0.16,0.21621621621621623,100.0
