Target,Model,Class,Accuracy,Precision,Recall,F1-Score,Support
kessler_dummy2,random_forest,0,0.8755690440060698,0.902555910543131,0.9641638225255973,0.9323432343234324,586.0
kessler_dummy2,random_forest,1,0.8755690440060698,0.36363636363636365,0.1643835616438356,0.22641509433962262,73.0
