Target,Model,Class,Accuracy,Precision,Recall,F1-Score,Support
kessler_dummy2,XGBoost,0,0.8103186646433991,0.9065255731922398,0.8771331058020477,0.8915871639202082,586.0
kessler_dummy2,XGBoost,1,0.8103186646433991,0.21739130434782608,0.273972602739726,0.2424242424242424,73.0
kessler_dummy3,XGBoost,0,0.7572078907435509,0.88,0.8264758497316637,0.8523985239852399,559.0
kessler_dummy3,XGBoost,1,0.7572078907435509,0.27611940298507465,0.37,0.3162393162393162,100.0
kessler_dummy4,XGBoost,0,0.7693474962063733,0.8638838475499092,0.8607594936708861,0.8623188405797102,553.0
kessler_dummy4,XGBoost,1,0.7693474962063733,0.28703703703703703,0.29245283018867924,0.2897196261682243,106.0
